titel,artiest,jaar,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,title,artist,track_id,artist_id,album_id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
Why?,Bronski Beat,1984,,1304.0,,1288.0,1280.0,1814.0,1936.0,1850.0,1925.0,1739.0,,,,,,,,,,,,Why ?,Bronski Beat,spotify:track:7vOLJwP5O0woITaIQWOoUX,spotify:artist:2wpWOzQE5TpA0dVnh5YD08,spotify:album:6OMYQUITdN6wBaWfEtgooI,0.0291,0.573,0.776,0.00256,0.171,-9.481,0.0385,138.333,0.602,53.0
Along Comes Mary,Association,1966,,1307.0,,1596.0,1664.0,1556.0,,,,,,,,,,,,,,,,Along Comes Mary,The Association,spotify:track:3Zje70mXjYyMuzge8j24L9,spotify:artist:2kuNswDC82PL9xRbfaZJaS,spotify:album:6NDt4G1QiGzMNnri4kxq6f,0.0883,0.584,0.62,1.73e-06,0.187,-7.681,0.0513,143.561,0.857,38.0
Bad,Michael Jackson,1983,,1310.0,736.0,1313.0,1712.0,1467.0,1798.0,1551.0,,1807.0,439.0,965.0,1087.0,878.0,1063.0,1555.0,1360.0,1575.0,1590.0,968.0,,Smooth Criminal - 2012 Remaster,Michael Jackson,spotify:track:2bCQHF9gdG5BNDVuEIEnNk,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,spotify:album:24TAupSNVWSAHL0R7n71vm,0.247,0.853,0.981,0.468,0.306,-3.947,0.0751,118.193,0.595,74.0
Conga,Gloria Estefan,1986,,1313.0,1526.0,1732.0,,,,,,,,,,,,,,,,,,Conga,Miami Sound Machine,spotify:track:0KxTWgl64TNOQXiGFJYc6t,spotify:artist:18xgcedCGxFbqLbIQn5R8F,spotify:album:1Hx9JuA0e9dAm5z6f0oNE6,0.141,0.782,0.874,0.0584,0.112,-7.157,0.0474,123.179,0.859,59.0
"Don't Call Us, We'll Call You",Sugarloaf,1975,,1316.0,1276.0,1534.0,,,,,,,,,,,,,,,,,,Don't Call Us (We'll Call You),Sugarloaf,spotify:track:3K5NiHOZZXKjllQJ7cFMRm,spotify:artist:1T3RPiMH711kvoXymKUTYH,spotify:album:6gWwjM9gH5NMIyVOloZ8Gi,0.37,0.759,0.567,0.000298,0.102,-9.245,0.0371,97.648,0.76,28.0
Drinking On My Bed,Rob Hoeke,1968,,1317.0,,,,,,,,,,,,,,,,,,,,Drinking On My Bed,Rob Hoeke,spotify:track:3wbQjnuv3vW5YOKmwNEVBS,spotify:artist:7rgi9qUZtiZfnKTva99QsN,spotify:album:3v9OBcaSji1UhCFcUnT1tH,0.397,0.487,0.554,0.00589,0.0438,-14.622,0.0642,171.048,0.768,3.0
Garden Party,Mezzoforte,1983,,1318.0,1337.0,,,,,,,,,,,,,,,,,,,Garden Party,Mezzoforte,spotify:track:1vhFkdkfMi6xrC5zGO0fjS,spotify:artist:53LlrTpfGrdZS8QyBUxrVs,spotify:album:51sBekAU0Js8M7SX3LQorX,0.393,0.767,0.723,0.8,0.0968,-10.897,0.0386,117.628,0.89,39.0
Girl,The Beatles,1965,,1319.0,1233.0,1183.0,1057.0,1108.0,974.0,1006.0,855.0,976.0,1154.0,1145.0,1273.0,1289.0,1475.0,1944.0,1922.0,,,,,Girl - Remastered 2009,The Beatles,spotify:track:6tQvjqDIK9GXWIC6mejms8,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,spotify:album:50o7kf2wLwVmOTVYJOTplm,0.587,0.699,0.294,0.0,0.117,-13.205,0.0294,96.615,0.893,62.0
Girl I'm Gonna Miss You,Milli Vanilli,1989,,1320.0,,,,,,,,,,,,,,,,,,,,I'm Gonna Miss You,Milli Vanilli,spotify:track:1ffAMndLMFbKHpXuIDBwc1,spotify:artist:3vRclCt9VnNhYIxFMQCxuM,spotify:album:67QUZa2DQaBdeQvPQGfSkL,0.0998,0.754,0.453,0.00487,0.108,-9.862,0.0443,151.239,0.758,35.0
Hello Hurray,Alice Cooper,1973,,1322.0,,1445.0,1374.0,1218.0,1494.0,1561.0,1480.0,1466.0,1975.0,1833.0,,,,,,,,,,Hello Hurray,Berzon,spotify:track:2OJxXOdh1ZAFiWCjhWJODl,spotify:artist:48PLXl77uw4iAIqMWy6flP,spotify:album:6Xn1aeyAh0qmBZ2Y39dFOG,0.274,0.563,0.859,0.0,0.084,-3.749,0.0329,105.03,0.509,0.0
I Saw Her Again,The Mamas & The Papas,1966,,1326.0,2000.0,1977.0,,1589.0,,,,,,,,,,,,,,,,I Saw Her Again - Single Version,The Mamas & The Papas,spotify:track:2UizutYVqaB33jCHbSoi0d,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,spotify:album:1hZFdLqAFWrEC8U8qsb6WK,0.171,0.476,0.86,0.0309,0.235,-5.976,0.0331,121.715,0.894,45.0
It's Only Rock 'n Roll,The Rolling Stones,1974,,1331.0,,1381.0,1376.0,1597.0,1797.0,1745.0,,1881.0,,,,1884.0,,,,,,,,It's Only Rock'n'Roll (But I Like It) - Remastered 2009,The Rolling Stones,spotify:track:668YgsnvdNBHfRscNIBS31,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,spotify:album:4jCpSNa8dV40aMrHOshRdv,0.501,0.616,0.957,0.0115,0.318,-3.966,0.0508,128.517,0.778,55.0
Moody Blue,Elvis Presley,1977,,1340.0,,,,,,,,,1620.0,,,1869.0,,,,,,,,Unchained Melody - Live,Elvis Presley,spotify:track:0OavtQSojULqejmC4Qbstr,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,spotify:album:08bROKoMarHS0jRzZOEv08,0.845,0.271,0.266,0.00174,0.795,-13.703,0.0348,79.079,0.163,55.0
Morningside,Neil Diamond,1973,,1341.0,,,,,,,,,1862.0,1567.0,1645.0,,,,,,,,,Morningside,Neil Diamond,spotify:track:20knBD1M4AzT10hgXDKKxq,spotify:artist:7mEIug7XUlQHikrFxjTWes,spotify:album:3m4xJJDmVNzsWaJ6OlLTru,0.558,0.504,0.197,0.0024,0.143,-19.727,0.0302,127.791,0.371,33.0
19,Paul Hardcastle,1985,,1343.0,1564.0,,,,,,,,,,,1868.0,,,,,,,,19,Paul Hardcastle,spotify:track:5fVFdkU5U6ULjXgwm5q89Q,spotify:artist:0SgDfSfWqkZMW96aT2oQZ1,spotify:album:644Hs6trEhu9nPdEKmV9ES,0.00281,0.753,0.897,0.73,0.351,-8.54,0.073,117.937,0.937,45.0
Now,Dave Berry,1965,,1344.0,1863.0,1747.0,1625.0,1854.0,1816.0,1861.0,1969.0,1767.0,,1897.0,,,,,,,,,,Dave Berry-Now,Various Artists,spotify:track:6456ot8aQnU3pKPqwDu84j,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,spotify:album:51dXdLdce4BSwfhwormvZ2,0.442,0.773,0.709,2.74e-06,0.113,-7.162,0.0512,123.899,0.916,13.0
On My Radio,The Selecter,1980,,1346.0,321.0,,,,,,,,,,,,,,,,,,,On my Radio,The Selecter,spotify:track:5X7Sbugnqqm3ffA9y7b7wD,spotify:artist:3wRksusBxJ6npu0PryYheF,spotify:album:1Sk2mljWUTXFEtZpoT0fPg,0.0493,0.783,0.706,0.0617,0.158,-7.544,0.0434,141.021,0.96,47.0
Powerful People,Gino Vannelli,1974,,1350.0,,1074.0,1895.0,1385.0,1239.0,1536.0,1472.0,1475.0,1583.0,1592.0,1905.0,,,,,,,,,People Gotta Move,Gino Vannelli,spotify:track:2ZZrWIvrGh6P6Hhabf8FtB,spotify:artist:6ltcwvni6HdZAJaWhmIvNR,spotify:album:4nvSQNHUXTqJgfzAnyBI8V,0.215,0.739,0.621,0.0161,0.0557,-13.604,0.0452,117.11,0.721,29.0
Twelve Thirty,The Mamas & The Papas,1967,,1358.0,1219.0,1300.0,1980.0,1606.0,1710.0,1615.0,1871.0,1665.0,1556.0,1632.0,1949.0,,,,,,,,,Twelve Thirty - Single Version,The Mamas & The Papas,spotify:track:4ZK6Vo5lRD0IkT9Fm8b93L,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,spotify:album:0JJMI060q086v9ul5gHdey,0.345,0.557,0.444,0.0,0.717,-13.986,0.0305,113.252,0.472,50.0
Dance Away,Roxy Music,1979,,1370.0,1638.0,1583.0,1959.0,1907.0,,,,,,,,1974.0,,,,,,,,Dance Away,Roxy Music,spotify:track:6BKVev5kACyEaolcJkaUbz,spotify:artist:3fhOTtm0LBJ3Ojn4hIljLo,spotify:album:1LDD2nUQ17tm1WMchsevtp,0.0662,0.804,0.688,0.000112,0.0392,-5.893,0.0632,123.002,0.942,51.0
Een Lied Voor Kinderen,Dimitri van Toren,1973,,1373.0,1752.0,1591.0,1887.0,1529.0,1886.0,1928.0,1836.0,1745.0,,,,,,,,,,,,Een Lied Alleen Voor Kinderen,Dimitri Van Toren,spotify:track:6kbOM1lp2na4rJu0964R3m,spotify:artist:6o8d8XXO1VTWSVoEg0j5sb,spotify:album:4sGNb7vx99j0cP2kDJEG2W,0.0037,0.409,0.807,0.000232,0.0899,-10.133,0.0745,94.131,0.597,32.0
Hot Love,T Rex,1971,,1379.0,1546.0,1843.0,,,,,,,,,,,,,,,,,,Hot Love,T. Rex,spotify:track:7EZw2AXVKWSNq5n7cw94RF,spotify:artist:3dBVyJ7JuOMt4GE9607Qin,spotify:album:6k1iylSzWOs7SgavxlJ8kt,0.117,0.553,0.533,0.346,0.0944,-9.562,0.047,131.076,0.514,39.0
Instant Karma!,John Lennon,1970,,1383.0,1626.0,,1738.0,1678.0,,,,,,,,,,,,,,,,Instant Karma! (We All Shine On),John Lennon,spotify:track:2E9wKgL8NN7Tvydqcjoh7v,spotify:artist:4x1nvY2FN8jxqAFA0DA02H,spotify:album:1Og869cgT2qBmDw84KeUvk,0.000899,0.624,0.931,0.00149,0.0631,-9.988,0.116,119.887,0.14,51.0
It'll Be Me,Cliff Richard,1962,,1384.0,,,,,,,,,,,,,,,,,,,,It'll Be Me - 1998 Remaster,Cliff Richard,spotify:track:1T4qJZ6lkrKhNwNu7PFMdB,spotify:artist:2nvKpWcP8etYTq4JrRiUiy,spotify:album:5q3JQvTNdsKIRq4tW9Z7o5,0.538,0.533,0.85,0.0,0.141,-4.465,0.0329,137.06,0.751,7.0
Love Me Do,The Beatles,1963,,1387.0,1600.0,1238.0,1399.0,1357.0,1467.0,1606.0,1331.0,1424.0,1572.0,1596.0,1773.0,1306.0,1401.0,1936.0,1809.0,1684.0,,,,Love Me Do - Remastered 2009,The Beatles,spotify:track:3VbGCXWRiouAq8VyMYN2MI,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,spotify:album:3KzAvEXcqJKBF97HrXwlgf,0.386,0.52,0.829,6.2e-05,0.227,-6.228,0.0806,147.997,0.744,67.0
Ma Quale Idea,Pino D'angio,1981,,1388.0,,,,,,,,,,,,,,,,,,,,Ma quale idea,Pino D'Angiò,spotify:track:50f0mt35cIwwu3Krk7nS7b,spotify:artist:1uXGmHao7MMRBwCCncmyB6,spotify:album:7dwnwKTPnHsmfcMWsChtCp,0.0334,0.868,0.788,2.6e-05,0.0801,-4.321,0.0547,114.674,0.961,53.0
Mas Que Nada,Sergio Mendes,1966,,1389.0,,,,,,1832.0,,,,,,,,,,,,,,Mas Que Nada,Sérgio Mendes,spotify:track:6U7GUjtamt2P0LcFod1dBT,spotify:artist:65c5si0ePAwkOCn4M35Ho7,spotify:album:4sceISkCvRuDbd74AtKeEH,0.0297,0.747,0.928,1.75e-06,0.113,-6.107,0.0824,100.065,0.87,55.0
Mother & Child Reunion,Paul Simon,1972,,1391.0,1076.0,1318.0,1574.0,1820.0,1741.0,1884.0,,1903.0,1845.0,1825.0,,,,,,,,,,Mother and Child Reunion,Paul Simon,spotify:track:5vZ1BKMSLgrxxPYGMR904n,spotify:artist:2CvCyf1gEVhI0mX6aFXmVI,spotify:album:7npBPiCHjPj8PVIGPuHXep,0.112,0.712,0.632,0.0,0.0648,-7.704,0.0334,119.931,0.764,50.0
My Lady Of Spain,Classics,1972,,1392.0,,1804.0,1381.0,1787.0,1839.0,1942.0,1669.0,1729.0,,,,,,,,,,,,My Lady of Spain,The Classics,spotify:track:3V3cBGNr6wBOktVKOVYuj0,spotify:artist:41GjsROze7dDh3Se1pfxBS,spotify:album:2YakpKmZj7ScgJUnHOCmSe,0.0767,0.441,0.398,0.0,0.561,-15.236,0.0273,102.371,0.755,31.0
Never Marry A Railroad Man,Shocking Blue,1970,,1393.0,907.0,1009.0,1364.0,1348.0,1587.0,1577.0,1553.0,1460.0,1408.0,1457.0,1774.0,1912.0,1864.0,,,,,,,Never Marry A Railroad Man,Shocking Blue,spotify:track:0yJqVJvhL5sKNX2VKVSz0C,spotify:artist:5WimOFbBnCU5wI6t5PPpEk,spotify:album:6kaglHlbNRF21F28YYGgpJ,0.464,0.512,0.724,0.0731,0.193,-7.4,0.0394,133.067,0.672,49.0
Push It,Salt -N- Pepa,1988,,1395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Summer Is Here,Outsiders,1967,,1398.0,,1655.0,,1806.0,1680.0,1849.0,,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Temptation,Heaven 17,1983,,1399.0,,1349.0,,1853.0,,,,,,,,,,,,,,,,Temptation - Extended Mix / 2012 Remaster,Heaven 17,spotify:track:5bLKcN1o0vZuXHlJ0WJMKl,spotify:artist:5PYuBRQMHh7nWmdV076sH9,spotify:album:7uiDwjlTNmG6chyrlVITf6,0.0656,0.73,0.766,2.31e-05,0.0524,-6.629,0.0856,128.273,0.321,35.0
The Riddle,Nik Kershaw,1984,,1401.0,1173.0,1367.0,1810.0,1967.0,,,,,,,,,,,,,,,,The Riddle,Nik Kershaw,spotify:track:6sn3FHCq2csvNkq2h9Au8V,spotify:artist:7kCL98rPFsNKjAHDmWrMac,spotify:album:2CqELgQ8dNxGgBuIic49Gq,0.121,0.578,0.655,6.91e-06,0.137,-7.935,0.0277,101.889,0.898,62.0
Time Waits For No One,The Rolling Stones,1974,,1402.0,,,,,,,,,1870.0,,1841.0,1871.0,1363.0,1542.0,1575.0,,1907.0,,,Time Waits For No One - Remastered,The Rolling Stones,spotify:track:3ZQimDj4LetbHs2ry5jAQr,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,spotify:album:4jCpSNa8dV40aMrHOshRdv,0.0784,0.533,0.781,0.000273,0.063,-4.602,0.0316,118.316,0.815,34.0
Wouldn't It Be Nice,The Beach Boys,1966,,1410.0,1792.0,1184.0,1437.0,1223.0,1630.0,1693.0,1400.0,1471.0,1299.0,1136.0,1106.0,1581.0,1305.0,1780.0,1914.0,1343.0,1185.0,1640.0,1862.0,Wouldn't It Be Nice - Stereo Mix,The Beach Boys,spotify:track:2Gy7qnDwt8Z3MNxqat4CsK,spotify:artist:3oDbviiivRWhXwIE8hxkVV,spotify:album:6GphKx2QAPRoVGWE9D7ou8,0.718,0.392,0.629,3.76e-06,0.129,-7.056,0.0335,124.511,0.72,70.0
Zwei Kleine Italiener,Conny Froboess,1962,,1412.0,,1440.0,1438.0,1500.0,1509.0,1575.0,1515.0,1539.0,,,,,,,,,,,,Zwei kleine Italiener - Remastered 2005,Conny Froboess,spotify:track:0thM3dVvvPrLlpJVQGcqEj,spotify:artist:6f2LUH4PkJ5glS83rEyyOk,spotify:album:2D5D3Yb19LzrVgjMuyd0ac,0.0322,0.632,0.447,0.0,0.163,-8.889,0.0262,98.1,0.878,9.0
Afrikaan Beat,Bert Kaempfert,1962,,1413.0,997.0,1410.0,1307.0,1533.0,1818.0,1880.0,1825.0,1659.0,1809.0,1874.0,1988.0,1763.0,,,,,,,,Afrikaan Beat,Bert Kaempfert,spotify:track:6nRodO257vUKvXrdgERzeq,spotify:artist:2s6JabvZdqVQhfOsaxCSFX,spotify:album:1vDsVgJpLebHMTmJ0n4GDY,0.585,0.654,0.492,0.0087,0.11,-11.939,0.0407,169.376,0.977,30.0
All The Roses,Dolly Dots,1982,,1414.0,1761.0,,,,,,,,1477.0,,,,,,,,,,,All the Roses,Dolly Dots,spotify:track:2oPSF8QXlLLUG2OZPYAvMX,spotify:artist:7jQDCbxYM9t8bLCd2n8ONI,spotify:album:0dEbBhWXBMJUOKuRyOc0BN,0.571,0.495,0.493,0.00349,0.12,-12.41,0.029,134.53,0.377,5.0
Baby I Love You,Andy Kim,1969,,1416.0,1605.0,1826.0,1747.0,1709.0,,,,,,,,,,,,,,,,Baby I Love You,Andy Kim,spotify:track:3z2ZSQZXaWAufdyv3xnuLe,spotify:artist:5MYBNUKoFf9LAg30ByaBli,spotify:album:15emnnjQ7yKnmIpMMCiQjV,0.485,0.556,0.722,0.000324,0.142,-6.962,0.0331,109.155,0.717,35.0
Birds And Bees,Warm Sounds,1967,,1418.0,1050.0,1772.0,,1684.0,,,,,,,,,,,,,,,,Birds and Bees,Warm Sounds,spotify:track:6NBLKk3TRbrtVvxaJnuMXX,spotify:artist:6PgN8I9RTuCyajZVcEF0q4,spotify:album:0bAmmdZ7CjF52Qv0MM0BgN,0.422,0.492,0.493,0.00101,0.186,-12.784,0.0322,141.027,0.7,12.0
Blue Monday,Fats Domino,1955,,1419.0,,,,,,,,,,,,,,,,,,,,Blue Monday,Fats Domino,spotify:track:7iwQPvyViIkyT0HWnatjnk,spotify:artist:09C0xjtosNAIXP36wTnWxd,spotify:album:3vte37u7rIAmMZJwNyJSjf,0.592,0.388,0.832,0.0,0.135,-9.718,0.0385,151.298,0.91,47.0
"Can't Get Enough Of Your Love, Babe",Barry White,1974,,1421.0,1585.0,,,1782.0,1804.0,1957.0,1940.0,1867.0,,,,,,,,,,,,"Can't Get Enough Of Your Love, Babe",Barry White,spotify:track:3mWpUEBYnv9SIFWfixSJFx,spotify:artist:3rfgbfpPSfXY40lzRK7Syt,spotify:album:42Si9RbdXYGWQsfNTzjlnG,0.114,0.729,0.78,0.106,0.0759,-7.604,0.0631,111.833,0.795,65.0
Change,Tears For Fears,1982,,1423.0,,,,,,,,,,,,,,,,,,,,Change,Tears For Fears,spotify:track:2JhIaeltCDCcp02K936tgx,spotify:artist:4bthk9UfsYUYdcFyqxmSUU,spotify:album:3sIFpEctox1XOs3FEkqrgr,0.0867,0.61,0.801,0.299,0.238,-5.979,0.0301,125.257,0.835,50.0
Comment ça va,Shorts,1983,,1424.0,,,,,,,1965.0,,,,,,,,,,,,,Comment ça va,The Shorts,spotify:track:7evg9DnEL9xmlZmv7qZ6QK,spotify:artist:40MX6ONfpMJwrWdTajaRUf,spotify:album:7e2V4dXoFunyYJvYsoNU09,0.0742,0.633,0.741,0.0,0.0763,-6.354,0.0283,127.9,0.964,42.0
Crazy For You,Madonna,1985,,1425.0,,,,,,,,,,,,,,,,,,,,Crazy for You,Madonna,spotify:track:6B4oVElDIKRNcNUary0WG7,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,spotify:album:43lok9zd7BW5CoYkXZs7S0,0.107,0.662,0.719,0.0,0.102,-6.606,0.0298,95.001,0.511,63.0
Dance Little Sister,Terence Trent D'Arby,1987,,1426.0,,,,,,,,,,,,,,,,,,,,Dance Little Sister,Terence Trent D'Arby,spotify:track:4o9Kj7onklt6xbYl3jVArp,spotify:artist:1JpHKf8Ztyd8HXU8p6m9cc,spotify:album:0nw38yniBfbluS93FdYcbE,0.161,0.722,0.696,0.0,0.0755,-11.095,0.0901,115.397,0.93,51.0
Day Tripper,The Beatles,1965,,1427.0,1673.0,1780.0,1558.0,1459.0,1556.0,1479.0,1405.0,1474.0,1444.0,1680.0,1399.0,1464.0,1740.0,,,,,,,Day Tripper - Remastered 2015,The Beatles,spotify:track:29b2b96jozyD9GPCkOrVLs,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,spotify:album:7vEJAtP3KgKSpOHVgwm3Eh,0.12,0.665,0.782,4.19e-06,0.125,-8.438,0.0307,137.453,0.731,63.0
Don't Talk To Him,Cliff Richard,1963,,1430.0,1588.0,,,,,,,,,,,,,,,,,,,Don't Talk to Him,Cliff Richard,spotify:track:4CXa7Sv4CXV4GjQB6TTygd,spotify:artist:2nvKpWcP8etYTq4JrRiUiy,spotify:album:0SW33rIKZ2v0EmfqRLKufz,0.733,0.654,0.428,0.0,0.0867,-13.815,0.0317,122.84,0.843,17.0
Down By The Lazy River,The Osmonds,1973,,1431.0,1633.0,1749.0,,1898.0,1980.0,,,,,,,,,,,,,,,Down By The Lazy River,The Osmonds,spotify:track:49ZAeWd40u4py51DpjEY8p,spotify:artist:5fU6lODhpw3GEGGJuaDprR,spotify:album:3VwNz7AtkuvdOkX6cXVO7a,0.433,0.6,0.909,0.0,0.337,-5.154,0.0742,141.678,0.94,30.0
Heroes And Villains,The Beach Boys,1967,,1436.0,1380.0,1006.0,,1203.0,1285.0,1587.0,1329.0,1504.0,1780.0,1902.0,1823.0,,,,,,,,,Heroes And Villains - Remastered,The Beach Boys,spotify:track:7BO7ZbaEmgCSSp3znPMxN4,spotify:artist:3oDbviiivRWhXwIE8hxkVV,spotify:album:37rNuexqEXWeSIOiJtn3A9,0.524,0.426,0.583,4.05e-06,0.147,-7.442,0.0354,116.803,0.232,51.0
I See The Rain,The Marmalade,1967,,1437.0,,,,,,,,,,,,,,,,,,,,I See the Rain,Marmalade,spotify:track:6m9W9kMXpGNjtvZObzYsyJ,spotify:artist:1tttI1iC4FsS6BM5l38oe5,spotify:album:0oxZNOfOnal9y126uweRo1,0.000362,0.305,0.704,0.0585,0.0755,-6.96,0.0318,87.738,0.374,14.0
Hollywood Seven,Alides Hidding,1980,,1439.0,1637.0,1555.0,1750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'll Be Your Baby Tonight,Bob Dylan,1967,,1440.0,,1915.0,1902.0,1882.0,1863.0,,1759.0,1965.0,,,,,,,,,,,,I'll Be Your Baby Tonight,Bob Dylan,spotify:track:032kwZ9kg4yIaIPBOOIwlm,spotify:artist:74ASZWbe4lXaubB36ztrGX,spotify:album:2KzCDxKpgLqBffHu1IZ7Kn,0.454,0.512,0.23,0.000139,0.0508,-16.412,0.0301,127.567,0.457,43.0
I'm Your Boogie Man,KC & Sunshine Band,1977,,1441.0,,,,,,,,,,,,,,,,,,,,I'm Your Boogie Man,KC & The Sunshine Band,spotify:track:6mjlbRIgMTf2nqY0kq1rOJ,spotify:artist:3mQBpAOMWYqAZyxtyeo4Lo,spotify:album:1nxHfb1EerQyKdT1aLSXf6,0.0144,0.753,0.753,4.43e-05,0.0711,-13.023,0.0436,113.068,0.913,50.0
If Paradise Is Half As Nice,Amen Corner,1969,,1442.0,1394.0,1229.0,1154.0,1139.0,1501.0,1887.0,1506.0,1469.0,,1963.0,,,,,,,,,,(If Paradise Is) Half as Nice,Amen Corner,spotify:track:5LqgYSG0yPJTsPzkk3nnya,spotify:artist:6g3Qly1rAMIF5ymRwNWadi,spotify:album:1DiIPJZTDPm1u82J5j3Ra6,0.134,0.462,0.497,0.0,0.378,-9.51,0.0291,112.647,0.71,31.0
J'Aime La Vie,Sandra Kim,1986,,1443.0,,,,,,,,,,,,,,,,,,,,J'aime la vie - No. 1 Eurovision Song Contest 1986,Sandra Kim,spotify:track:5opXus6JIe9UD94Qk24RYB,spotify:artist:4dhrlsu6mKvOwJWOrwnkuV,spotify:album:2dVE7RMjtsI5vvdTELR4wz,0.284,0.594,0.811,0.0,0.0998,-5.911,0.0319,139.112,0.668,47.0
Lady Of The Morning,"Marvin, Welch & Farrar",1971,,1445.0,1836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lay Love On You,Luisa Fernandez,1978,,1447.0,,,,,,,,,,,,,,,,,,,,Lay Love On You,"Kent, Peter",spotify:track:4Yg9m0zltb6sDDrqw2OUCt,spotify:artist:5GS7eciqvEhVbZMcFkoU1Y,spotify:album:6rgmV2Uc4KeBHT9MjgPOb9,0.107,0.602,0.932,8.05e-06,0.353,-3.797,0.0463,127.082,0.792,19.0
Maneater,Hall & Oates,1982,,1450.0,1383.0,1664.0,1785.0,1936.0,,,,,,,,,,,,,,,,Maneater,Daryl Hall & John Oates,spotify:track:7j74lucZ59vqN67Ipe2ZcY,spotify:artist:77tT1kLj6mCWtFNqiOmP9H,spotify:album:7ygXmT175bKbOpiPjNwXOB,0.0406,0.723,0.499,9.44e-05,0.0761,-13.082,0.0421,88.825,0.828,72.0
More Than This,Roxy Music,1982,,1451.0,,1783.0,1751.0,1911.0,,1953.0,1975.0,1897.0,1970.0,1935.0,,,1758.0,1728.0,,,,,,More Than This - Remastered,Roxy Music,spotify:track:6N7gPTru90HYLRUIVDQ185,spotify:artist:3fhOTtm0LBJ3Ojn4hIljLo,spotify:album:3JXODSjT9mUz2lIb4YIErw,0.0508,0.653,0.666,0.0466,0.139,-7.808,0.0249,128.505,0.765,64.0
Open Your Heart,Madonna,1986,,1454.0,,,,,,,,,,,,,,,,,,,,Open Your Heart,Madonna,spotify:track:3kme5Qos8h04yrKxsgur79,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,spotify:album:43lok9zd7BW5CoYkXZs7S0,0.0261,0.656,0.899,0.0,0.0936,-5.039,0.0565,113.239,0.865,52.0
Piece Of The Rock,Mother's Finest,1978,,1457.0,1794.0,1200.0,1892.0,1604.0,,1974.0,,,,,,,,,,,,,,Piece of the Rock,Mother's Finest,spotify:track:4Cg77xT2idYBAFNLTpmiHh,spotify:artist:3csSQdDVhJlP3BUOoZ2N2H,spotify:album:6OQBoCdyg4yk67bIVgZqnF,0.00585,0.709,0.849,5.79e-06,0.186,-7.527,0.0395,126.702,0.518,30.0
Real Cool World,Greatest Show on Earth,1970,,1463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ride My See-Saw,The Moody Blues,1968,,1465.0,1389.0,1762.0,,1732.0,1888.0,1956.0,,1995.0,,,,,1767.0,1880.0,,,,,,Ride My See-Saw,The Moody Blues,spotify:track:6tMNYGXJ1L6wjbSkAXWyHh,spotify:artist:5BcZ22XONcRoLhTbZRuME1,spotify:album:3ZTNq36NEuAdPLwkey7z6C,0.0805,0.334,0.872,0.301,0.847,-10.4,0.0371,154.816,0.788,45.0
Showdown,Electric Light Orchestra,1974,,1471.0,,1428.0,,,1778.0,,,,,,,,,,,,,,,Showdown,Electric Light Orchestra,spotify:track:5xAZDlzqvI1wflhB4mzYoz,spotify:artist:7jefIIksOi1EazgRTfW2Pk,spotify:album:7cuUWuHoLgx9SzUONHSg89,0.468,0.721,0.456,0.00308,0.174,-12.524,0.0325,113.229,0.964,48.0
The Man Who Sold The World,Lulu,1974,,1474.0,1706.0,1683.0,1628.0,,,,,,,,,,,,,,,,,The Man Who Sold The World,Lulu,spotify:track:4dhDQFG3fCTwIOuFKUidnk,spotify:artist:0jYKX08u1XxmHrl5TdM2QZ,spotify:album:7aFxNDhGJl5Jy0wUyydqSI,0.266,0.629,0.574,7.72e-06,0.332,-11.256,0.0385,117.741,0.859,16.0
As Long As You Follow,Fleetwood Mac,1988,,1481.0,,,1829.0,1894.0,,1967.0,,,1985.0,1992.0,,1778.0,1793.0,1706.0,,,,,,As Long as You Follow,Fleetwood Mac,spotify:track:0TevBnk5pL8DEqKixmcgt9,spotify:artist:08GQAI4eElDnROBrJRGE0X,spotify:album:0LfM3PGkXE6KvJEE1HkOnz,0.237,0.6,0.646,0.0,0.466,-6.876,0.0228,102.728,0.501,49.0
Back On The Chain Gang,The Pretenders,1982,,1482.0,,,,,,,,,,,,,,,,,,,,Back on the Chain Gang - 2007 Remaster,Pretenders,spotify:track:4cMHCRLPNoEbpnl2rz6GS9,spotify:artist:0GByy3DcfbQwDvXGCWmzv9,spotify:album:48NYXFdasUBuSeO3RAolt3,0.116,0.598,0.901,0.0401,0.178,-6.081,0.0359,153.24,0.814,61.0
